2020-06-01 15:02:08,831 [ 1] INFO  Unity: LoadingManager start
2020-06-01 15:03:25,462 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-06-01 15:03:25,489 [ 1] INFO  Unity: MoveForward
2020-06-01 15:03:25,492 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-06-01 15:03:25,562 [ 1] INFO  Unity: SetDirection:(93, -36, 0)
2020-06-01 15:03:25,563 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-06-01 15:03:25,665 [ 1] INFO  Unity: SetDirection:(84, -54, 0)
2020-06-01 15:03:25,666 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-06-01 15:03:25,749 [ 1] INFO  Unity: SetDirection:(73, -68, 0)
2020-06-01 15:03:25,750 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-06-01 15:03:25,848 [ 1] INFO  Unity: SetDirection:(57, -82, 0)
2020-06-01 15:03:25,849 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-06-01 15:03:25,939 [ 1] INFO  Unity: SetDirection:(39, -92, 0)
2020-06-01 15:03:25,940 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-06-01 15:03:26,051 [ 1] INFO  Unity: SetDirection:(19, -98, 0)
2020-06-01 15:03:26,052 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-06-01 15:03:26,145 [ 1] INFO  Unity: SetDirection:(-2, -100, 0)
2020-06-01 15:03:26,146 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-06-01 15:03:26,239 [ 1] INFO  Unity: SetDirection:(-22, -97, 0)
2020-06-01 15:03:26,239 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-06-01 15:03:26,328 [ 1] INFO  Unity: SetDirection:(-39, -92, 0)
2020-06-01 15:03:26,329 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-06-01 15:03:26,426 [ 1] INFO  Unity: SetDirection:(-57, -82, 0)
2020-06-01 15:03:26,427 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-06-01 15:03:26,551 [ 1] INFO  Unity: SetDirection:(-72, -70, 0)
2020-06-01 15:03:26,552 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-06-01 15:03:27,578 [ 1] INFO  Unity: SetPosition:(4873, 3540, 805)
2020-06-01 15:03:27,579 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-06-01 15:03:27,794 [ 1] INFO  Unity: SetDirection:(-83, -56, 0)
2020-06-01 15:03:27,795 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-06-01 15:03:29,073 [ 1] INFO  Unity: SetDirection:(-92, -40, 0)
2020-06-01 15:03:29,073 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-06-01 15:03:30,834 [ 1] INFO  Unity: SetDirection:(-98, -22, 0)
2020-06-01 15:03:30,835 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-06-01 15:03:31,147 [ 1] INFO  Unity: SetDirection:(-100, -4, 0)
2020-06-01 15:03:31,149 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-06-01 15:03:33,441 [ 1] INFO  Unity: SetDirection:(-98, -22, 0)
2020-06-01 15:03:33,442 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-06-01 15:03:35,008 [ 1] INFO  Unity: SetPosition:(2781, 2917, 805)
2020-06-01 15:03:35,009 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-06-01 15:03:40,343 [ 1] INFO  Unity: SetDirection:(-100, -4, 0)
2020-06-01 15:03:40,344 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-06-01 15:03:41,037 [ 1] INFO  Unity: SetPosition:(1004, 2557, 805)
2020-06-01 15:03:41,039 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-06-01 15:03:42,829 [ 1] INFO  Unity: Stop
2020-06-01 15:03:42,830 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-06-01 15:03:42,877 [ 1] INFO  Unity: MoveBack
2020-06-01 15:03:42,878 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:03:43,635 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:03:44,719 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:03:45,381 [ 1] INFO  Unity: SetPosition:(1194, 2565, 805)
2020-06-01 15:03:45,381 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:03:45,513 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:03:45,514 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:03:47,004 [ 1] INFO  Unity: Stop
2020-06-01 15:03:47,005 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-06-01 15:06:29,043 [ 1] INFO  Unity: MoveForward
2020-06-01 15:06:29,044 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-06-01 15:06:29,871 [ 1] INFO  Unity: Stop
2020-06-01 15:06:29,872 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-06-01 15:06:29,891 [ 1] INFO  Unity: MoveBack
2020-06-01 15:06:29,892 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:06:30,736 [ 1] INFO  Unity: SetPosition:(1632, 2583, 805)
2020-06-01 15:06:30,737 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:06:31,807 [ 1] INFO  Unity: Stop
2020-06-01 15:06:31,807 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-06-01 15:06:31,829 [ 1] INFO  Unity: MoveForward
2020-06-01 15:06:31,829 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-06-01 15:06:34,562 [ 1] INFO  Unity: Stop
2020-06-01 15:06:34,563 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-06-01 15:06:34,582 [ 1] INFO  Unity: MoveBack
2020-06-01 15:06:34,583 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:06:36,047 [ 1] INFO  Unity: SetPosition:(1522, 2578, 805)
2020-06-01 15:06:36,048 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:06:37,290 [ 1] INFO  Unity: Stop
2020-06-01 15:06:37,291 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-06-01 15:06:37,359 [ 1] INFO  Unity: MoveForward
2020-06-01 15:06:37,360 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-06-01 15:06:39,841 [ 1] INFO  Unity: Stop
2020-06-01 15:06:39,842 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-06-01 15:06:39,858 [ 1] INFO  Unity: MoveBack
2020-06-01 15:06:39,859 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:06:41,156 [ 1] INFO  Unity: SetPosition:(1497, 2577, 805)
2020-06-01 15:06:41,157 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:06:42,047 [ 1] INFO  Unity: Stop
2020-06-01 15:06:42,047 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-06-01 15:06:42,076 [ 1] INFO  Unity: MoveForward
2020-06-01 15:06:42,077 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-06-01 15:06:43,822 [ 1] INFO  Unity: Stop
2020-06-01 15:06:43,823 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-06-01 15:06:43,842 [ 1] INFO  Unity: MoveBack
2020-06-01 15:06:43,842 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:06:45,534 [ 1] INFO  Unity: SetPosition:(1692, 2585, 805)
2020-06-01 15:06:45,536 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:06:46,859 [ 1] INFO  Unity: Stop
2020-06-01 15:06:46,860 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-06-01 15:06:50,343 [ 1] INFO  Unity: MoveForward
2020-06-01 15:06:50,345 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-06-01 15:06:50,405 [ 1] INFO  Unity: Stop
2020-06-01 15:06:50,406 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-06-01 15:06:50,732 [ 1] INFO  Unity: MoveForward
2020-06-01 15:06:50,733 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-06-01 15:06:54,187 [ 1] INFO  Unity: Stop
2020-06-01 15:06:54,188 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-06-01 15:06:54,209 [ 1] INFO  Unity: MoveBack
2020-06-01 15:06:54,210 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:06:54,805 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:06:55,290 [ 1] INFO  Unity: SetPosition:(1324, 2570, 805)
2020-06-01 15:06:55,291 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:06:55,778 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:06:55,780 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:06:56,653 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:06:57,217 [ 1] INFO  Unity: Stop
2020-06-01 15:06:57,217 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-06-01 15:06:57,233 [ 1] INFO  Unity: MoveForward
2020-06-01 15:06:57,234 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-06-01 15:06:57,436 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-06-01 15:06:58,428 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-06-01 15:06:59,069 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-06-01 15:06:59,070 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-06-01 15:06:59,817 [ 1] INFO  Unity: Stop
2020-06-01 15:06:59,818 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-06-01 15:06:59,838 [ 1] INFO  Unity: MoveBack
2020-06-01 15:06:59,839 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:06:59,975 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:07:00,457 [ 1] INFO  Unity: SetPosition:(1269, 2568, 805)
2020-06-01 15:07:00,458 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:07:00,473 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:07:00,989 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:07:00,990 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:07:01,249 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:07:01,506 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:07:01,956 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:07:01,957 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:07:02,480 [ 1] INFO  Unity: Stop
2020-06-01 15:07:02,481 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-06-01 15:07:17,791 [ 1] INFO  Unity: MoveForward
2020-06-01 15:07:17,792 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-06-01 15:07:20,208 [ 1] INFO  Unity: Stop
2020-06-01 15:07:20,209 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-06-01 15:07:20,239 [ 1] INFO  Unity: MoveBack
2020-06-01 15:07:20,240 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:07:20,738 [ 1] INFO  Unity: SetPosition:(1254, 2567, 805)
2020-06-01 15:07:20,739 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:07:21,350 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:07:22,113 [ 1] INFO  Unity: Stop
2020-06-01 15:07:22,114 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-06-01 15:07:22,130 [ 1] INFO  Unity: MoveForward
2020-06-01 15:07:22,131 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-06-01 15:07:23,355 [ 1] INFO  Unity: Stop
2020-06-01 15:07:23,356 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-06-01 15:07:23,468 [ 1] INFO  Unity: MoveForward
2020-06-01 15:07:23,469 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-06-01 15:07:23,667 [ 1] INFO  Unity: Stop
2020-06-01 15:07:23,668 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-06-01 15:07:23,826 [ 1] INFO  Unity: MoveBack
2020-06-01 15:07:23,827 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:07:24,159 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:07:24,160 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:07:24,937 [ 1] INFO  Unity: Stop
2020-06-01 15:07:24,938 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-06-01 15:07:31,157 [ 1] INFO  Unity: MoveBack
2020-06-01 15:07:31,158 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:07:31,194 [ 1] INFO  Unity: SetPosition:(1540, 2579, 805)
2020-06-01 15:07:31,195 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:07:32,030 [ 1] INFO  Unity: Stop
2020-06-01 15:07:32,031 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-06-01 15:07:32,046 [ 1] INFO  Unity: MoveForward
2020-06-01 15:07:32,047 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-06-01 15:07:35,207 [ 1] INFO  Unity: Stop
2020-06-01 15:07:35,208 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-06-01 15:07:35,329 [ 1] INFO  Unity: SetDirection:(-99, 15, 0)
2020-06-01 15:07:35,330 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-06-01 15:07:35,552 [ 1] INFO  Unity: MoveBack
2020-06-01 15:07:35,553 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:07:36,491 [ 1] INFO  Unity: SetDirection:(-100, -4, 0)
2020-06-01 15:07:36,492 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:07:36,583 [ 1] INFO  Unity: SetDirection:(-97, -25, 0)
2020-06-01 15:07:36,583 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:07:36,691 [ 1] INFO  Unity: SetDirection:(-90, -43, 0)
2020-06-01 15:07:36,693 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:07:36,824 [ 1] INFO  Unity: SetPosition:(1176, 2534, 805)
2020-06-01 15:07:36,825 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED -300
2020-06-01 15:07:37,058 [ 1] INFO  Unity: Stop
2020-06-01 15:07:37,058 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-06-01 15:07:37,129 [ 1] INFO  Unity: SetDirection:(-97, -24, 0)
2020-06-01 15:07:37,130 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-06-01 15:07:37,206 [ 1] INFO  Unity: SetDirection:(-100, -6, 0)
2020-06-01 15:07:37,206 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-06-01 15:07:37,313 [ 1] INFO  Unity: SetDirection:(-99, 14, 0)
2020-06-01 15:07:37,314 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-06-01 15:07:37,403 [ 1] INFO  Unity: SetDirection:(-95, 31, 0)
2020-06-01 15:07:37,403 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 4 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-06-01 15:07:37,481 [ 1] INFO  Unity: SetDirection:(-88, 47, 0)
